Date,Name,Px_LAST,CUR_MKT_CAP,CURR_ENTP_VAL,PX_TO_BOOK_RATIO,CURRENT_EV_TO_T12M_EBITDA,PX_TO_SALES_RATIO,PE_RATIO,Log_CAP,Return
40119,IBM UN Equity,120.56,158367.9663,169734.9663,8.6093,7.8902,1.6813,12.3275,11.9726765,0.022561493
40119,HUM UN Equity,37.01,6279.0202,807.4372,1.1329,0.4459,0.2007,6.5077,8.744969228,-0.007242489
40119,HSY UN Equity,37.91,8611.8936,10279.5436,14.4579,10.7044,1.6379,17.8675,9.060899504,-0.048443775
40119,HRL UN Equity,9.215,4947.036,4913.497,2.3199,7.403,0.7572,15.0595,8.506543888,0.040654997
40119,HPE UN Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#VALUE!,#VALUE!
40119,HON UN Equity,34.453,27614.5736,33337.5736,2.7696,7.822,0.8116,10.4227,10.22609894,-0.005768637
40119,HLT UN Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#VALUE!,#VALUE!
40119,HES UN Equity,54.75,17906.1071,21461.1071,1.391,6.1723,0.6257,6066.482,9.792897112,0.044847328
40119,HD UN Equity,25.06,42716.2017,50416.2017,2.1995,8.1632,0.6367,15.3442,10.66233356,-0.04787234
40119,HAL UN Equity,29.26,26390.4216,27800.4216,3.0872,7.7031,1.6521,15.3238,10.18075641,0.108333333
40119,GOOGL UW Equity,267.254,169045.9067,147051.5157,5.0236,15.922,7.4382,28.8646,12.03792559,0.096197308
40119,GM UN Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#VALUE!,#VALUE!
40119,GLW UN Equity,14.52,22594.4777,21735.4777,1.5037,22.6176,4.5457,14.0066,10.02546081,-0.02811245
40119,GIS UN Equity,32.875,21472.8528,28183.3528,3.9776,9.3951,1.6773,17.6714,9.974544756,0.035596157
40119,GD UN Equity,63.02,24268.41,26723.41,2.0749,6.3612,0.7622,10.0832,10.09693078,-0.002058591
40119,FTV UN Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#VALUE!,#VALUE!
40119,FOXA UW Equity,10.1808,31713.926,39902.926,1.109,#N/A N/A,0.8839,17.2071,10.36451117,0.015865413
40119,FOX UW Equity,11.9361,31713.926,39902.926,1.3002,#N/A N/A,1.0363,20.1738,10.36451117,0.017310151
40119,FISV UW Equity,11.4125,7047.4242,10546.4242,2.411,8.4304,1.753,14.4109,8.860417467,-0.027896082
40119,FIS UN Equity,22.02,8205.9686,10410.9686,1.1438,12.8721,1.2644,19.6554,9.012617047,-0.1138833
40119,FDX UN Equity,72.87,22773.2226,23060.2226,1.6519,9.5686,0.6763,23.1994,10.03334068,-0.010993485
40119,FB UW Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#VALUE!,#VALUE!
40119,F UN Equity,7.58,24417.377,27963.377,#N/A N/A,65.0311,0.1869,#N/A N/A,10.10305033,0.087517934
40119,EXC UN Equity,46.43,30614.8918,41299.8918,2.4497,5.4884,1.7292,10.8997,10.32924183,-0.042482986
40119,EW UN Equity,19.458,4391.083,4203.883,4.0186,11.8486,3.9095,32.6018,8.387331173,0.128130798
40119,EQR UN Equity,28.88,7912.4184,17685.6804,1.6787,15.4831,4.0471,119.4741,8.976188754,-0.000692042
40119,EQIX UW Equity,86.63,3377.1232,4263.9962,2.9769,12.8488,3.9678,21.5698,8.124779502,-0.03076751
40119,EOG UN Equity,40.985,20650.8491,22839.3381,2.1728,10.5859,4.2308,24.94,9.935511716,0.011351018
40119,EMR UN Equity,38.15,28673.1479,31839.1479,3.3529,9.3452,1.3902,15.3866,10.26371635,-0.024047071
40119,EIX UN Equity,31.89,10390.1188,20600.1188,1.0577,7.2638,0.8292,7.6262,9.248610518,-0.033636364
40119,ED UN Equity,41.18,11344.757,22255.757,1.1404,8.4558,0.8856,13.7407,9.336510978,0.01030422
40119,ECL UN Equity,44.05,10432.1324,11303.8324,5.3328,11.4771,1.797,24.1474,9.252645976,-0.024795218
40119,EBAY UW Equity,9.4445,29014.0599,26054.7579,0.9575,10.0519,1.4479,7.9347,10.27553582,-0.028153651
40119,EA UW Equity,18.01,5826.6423,3814.6423,2.2038,#N/A N/A,1.4703,#N/A N/A,8.670196179,-0.024377031
40119,DXC UN Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#VALUE!,#VALUE!
40119,DWDP UN Equity,23.82,27241.0196,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.21247919,-0.0249693
40119,DUK UN Equity,47.34,20462.2989,35420.2989,0.9516,8.8929,1.5881,13.5548,9.926339394,0.010890455
40119,DISCK UW Equity,11.91,10891.8906,14017.8906,1.1136,9.6742,2.9417,18.5924,9.29577381,-0.084198385
40119,DISCA UW Equity,13.9357,10891.8906,14017.8906,1.303,9.6742,3.4421,21.7547,9.29577381,-0.056383901
40119,DIS UN Equity,27.41,50943.0342,61934.0342,1.4774,8.6283,1.4071,15.1266,10.83846331,0.001827485
40119,DHR UN Equity,25.9776,22020.652,23334.632,1.4877,12.2232,1.4805,14.4416,9.999736019,0.049930887
40119,DG UN Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#VALUE!,#VALUE!
40119,DE UN Equity,46.3,19582.4923,16350.5923,4.0667,5.0234,0.847,21.9611,9.882391196,0.118357488
40119,D UN Equity,34.6,20664.5311,38452.5311,1.8236,8.1727,1.2895,10.1507,9.936174036,0.023668639
40119,CXO UN Equity,38.01,3250.6609,3883.5229,2.4784,10.4652,5.7128,42.4414,8.086613608,0.087864911
40119,CVS UN Equity,35.75,51595.546,62420.346,1.4217,8.1427,0.5316,14.1865,10.85119063,-0.003345414
40119,CTSH UW Equity,19.4,11376.556,10193.855,4.6927,14.9792,3.6241,22.8018,9.339310026,0.041331186
40119,CTAS UW Equity,28,4280.2338,4708.8318,1.765,8.9309,1.168,16.9604,8.361762913,-0.045020464
40119,CSX UW Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#VALUE!,#VALUE!
40119,CSCO UW Equity,23,133155.4678,108087.4678,3.3067,12.3275,3.8321,22.3115,11.79927266,-0.003034244
40119,CRM UN Equity,14.4525,7168.44,#N/A N/A,8.4067,#N/A N/A,5.7545,101.2011,8.877443337,0.059761687
40119,COST UW Equity,57.75,25178.3761,23773.3761,2.5117,9.4904,0.3509,22.4199,10.13374081,0.036990483
40119,COP UN Equity,38.1008,74115.4957,104519.4957,0.919,5.613,0.412,10.6821,11.21337991,0.098461609
40119,COL UN Equity,50.78,8005.2838,8305.2838,6.1746,8.2557,1.7991,13.3004,8.987857078,0.036326531
40119,CMI UN Equity,44.1,8899.0625,8986.0625,2.4606,12.874,0.8101,30.9509,9.093701213,0.023914558
40119,CME UW Equity,61.12,20300.1532,22541.3532,1.0608,12.0857,7.6996,23.1173,9.918383712,0.044714891
40119,CMCSA UW Equity,7.255,41262.8445,70029.8445,0.979,5.121,1.1784,13.3466,10.62771773,-0.075207138
40119,CI UN Equity,28.03,7643.9131,9052.9131,1.4867,6.7711,0.4112,6.7172,8.941664937,0.007910823
40119,CHTR UW Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#VALUE!,#VALUE!
40119,CELG UW Equity,25.105,23076.6358,20312.1878,5.6085,34.221,9.0161,31.5763,10.04657595,-0.085428051
40119,CCL UN Equity,29.48,23576.97,32714.97,1.0747,9.1204,1.75,12.082,10.06802567,-0.099297281
40119,CCI UN Equity,30.03,8741.7029,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9.075860289,-0.008910891
40119,CBS UN Equity,12.12,8209.5757,14722.1757,0.9245,8.9133,0.625,24.9794,9.01305652,0.047536733
40119,CBOE UF Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#VALUE!,#VALUE!
40119,CAT UN Equity,55.49,34555.1478,40754.1478,4.3324,13.2923,0.9016,21.0441,10.45031181,0.122143579
40119,CAG UN Equity,16.2555,9252.7846,12452.1846,1.4999,8.2678,0.5804,9.9451,9.132679823,-0.012759936
40119,C UN Equity,39.9,91226.9626,400183.9626,0.6492,82.2578,0.2208,#N/A N/A,11.42110577,-0.119205298
40119,BXP UN Equity,60.99,8452.2139,14360.9249,1.9007,15.3435,5.0092,125.5362,9.042183686,-0.014382676
40119,BSX UN Equity,8.21,12376.563,17025.563,0.9325,#N/A N/A,1.524,15.7086,9.423559882,-0.19902439
40119,BR UN Equity,20.83,2843.945,2936.545,3.2768,7.4174,1.4134,13.7947,7.952947452,0.042542543
40119,BMY UN Equity,21.77,43125.9368,40419.9368,2.963,7.8516,2.3521,14.1316,10.67187988,-0.014932127
40119,BKNG UW Equity,162.58,6872.5333,6424.2053,5.9268,14.5531,3.0705,25.6241,8.835288065,0.004262153
40119,BIIB UW Equity,39.23,12316.9635,10546.7575,1.7287,6.1239,2.6266,12.3489,9.418732738,-0.136796708
40119,BHGE UN Equity,42.21,13079.8959,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9.478831666,0.013445378
40119,BF/B UN Equity,13.1013,7441.021,8114.921,3.8579,10.4939,3.0608,15.4013,8.91476335,0.013616705
40119,BDX UN Equity,68.95,16505.9194,16451.5394,3.1786,7.7556,2.305,13.3366,9.711474347,0.009664665
40119,BBY UN Equity,38.89,16199.2018,18278.2018,3.053,6.6225,0.3405,14.1241,9.692717248,0.050797082
40119,AXP UN Equity,35.68,42429.561,78833.561,3.0426,14.2273,1.5372,29.6349,10.65560059,0.099199014
40119,AVGO UW Equity,14.87,3507.6575,3634.6575,3.3657,17.4743,2.1902,65.6625,8.162703715,-0.088848039
40119,AVB UN Equity,68.84,5502.7252,9385.7802,1.8185,24.0584,6.3471,34.2941,8.612998739,0.005110235
40119,ATVI UW Equity,10.37,13185.8424,10464.8424,1.2453,#N/A N/A,3.1007,27.449,9.486898988,-0.137988362
40119,ARE UN Equity,53.83,2370.1133,5430.0893,1.24,16.1592,3.8271,19.0684,7.770693039,0.01758034
40119,APTV UN Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#VALUE!,#VALUE!
40119,APH UN Equity,20.545,7046.8159,7548.6699,4.3331,12.8366,2.5084,21.7407,8.860331148,0.140438523
40119,APD UN Equity,72.3887,16449.3968,20600.7968,3.1914,12.2144,1.8399,18.2244,9.708044087,0.03846209
40119,APC UN Equity,61.84,30334.109,39893.109,1.5335,11.5098,3.3657,70.4464,10.32002807,0.030494918
40119,AON UN Equity,38.78,10644.3928,11612.3928,1.7739,9.7995,1.5043,13.0802,9.272788535,-0.048109966
40119,ANTM UN Equity,47.61,21821.8346,12463.3346,0.9682,2.7201,0.3814,7.6396,9.990666335,0.015571672
40119,ANET UN Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#VALUE!,#VALUE!
40119,AMZN UW Equity,118.84,51455.6745,47570.6745,14.3536,37.1936,2.3549,67.2196,10.84847603,0.305934066
40119,AMT UN Equity,37.13,14652.7163,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9.59238101,0.049462973
40119,AMGN UW Equity,52.43,53241.4394,50764.4394,2.3304,7.7079,3.6979,11.4892,10.88259231,-0.111054595
40119,AME UN Equity,15.7022,3798.6216,4651.2076,2.5671,10.9596,1.7125,16.9043,8.242393543,0.029126086
40119,AMD UW Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#VALUE!,#VALUE!
40119,AMAT UW Equity,12.3,16404.6821,14391.8461,2.3248,#N/A N/A,3.2711,884.1288,9.705322067,-0.045031056
40119,ALXN UW Equity,21.77,3829.3518,3694.9648,9.0144,40.1884,10.3263,52.1765,8.250450825,0.009974484
40119,ALB UN Equity,31.7,2902.1,3509.694,2.4279,12.9515,1.4728,17.3306,7.973189892,-0.026412776
40119,AGN UN Equity,35.31,3733.2909,3906.2909,1.622,7.2275,1.3756,14.8275,8.225045402,-0.009814919
40119,AET UN Equity,26.27,11466.855,11260.055,1.1937,4.0995,0.3479,7.9718,9.347215979,-0.047498187
40119,AES UN Equity,13.21,8811.1627,29136.1627,1.9412,7.4766,0.6737,14.637,9.083774685,-0.04483008
40119,AEP UN Equity,30.39,14516.0421,31046.0421,1.1105,7.1766,0.989,9.8854,9.583009669,-0.014910859
40119,AEE UN Equity,24.08,5702.1441,13229.1441,0.7273,6.2402,0.7035,9.1802,8.648597541,-0.029032258
40119,ADP UW Equity,35.4767,20351.9755,18675.5755,3.1586,8.5168,2.0299,14.4368,9.920933262,0.03825634
40119,ADI UW Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#VALUE!,#VALUE!
40119,ADBE UW Equity,32.87,17215.9935,15009.5325,3.6736,13.5635,5.5697,23.8109,9.753594085,0.021441889
40119,AAPL UW Equity,27.0443,170342.1756,136350.1756,5.3838,10.9308,3.9407,20.8721,12.04556449,0.047299103
40119,A UN Equity,17.9272,8651.9601,9071.9601,2.4752,43.6152,1.3865,36.213,9.065541175,-0.057876343
40119,ACN UN Equity,37.65,27684.1478,23722.7278,9.2981,7.5491,1.0122,14.218,10.22861525,0.030659732
40148,ZTS UN Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#VALUE!,#VALUE!
40148,ZBH UN Equity,58.75,12512.5165,12673.0165,2.0931,#N/A N/A,3.1922,16.3947,9.434484742,0.113321963
40148,XOM UN Equity,76.04,360983.4519,362803.4519,3.3651,9.1807,1.3821,17.7716,12.7965874,0.053915454
40148,XEL UW Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#VALUE!,#VALUE!
40148,WY UN Equity,16.5711,8557.8731,11586.8731,1.9678,#N/A N/A,1.4626,#N/A N/A,9.054606969,0.104474926
40148,WMT UN Equity,54.75,211161.2596,254227.2596,3.1006,8.5012,0.5291,15.3453,12.26037738,0.088902148
40148,WM UN Equity,33.2,16256.4467,24195.4467,2.6201,7.8633,1.3733,17.0201,9.696244829,0.081785598
40148,WELL UN Equity,44.94,5528.1549,8145.5939,1.5615,19.8613,8.9392,32.3576,8.617609386,-0.001998668
40148,WEC UN Equity,22.9,5354.5239,10018.9239,1.5356,9.9424,1.2629,14.9186,8.585697071,0.058959538
40148,WBA UW Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#VALUE!,#VALUE!
40148,VZ UN Equity,30.2182,91866.5626,194389.5626,1.9877,5.8963,0.8148,11.891,11.4280924,0.099627371
40148,VRTX UW Equity,39.86,7222.2292,6628.4592,11.8451,#N/A N/A,63.8285,#N/A N/A,8.884918938,0.102627939
40148,VLO UN Equity,14.6886,9074.7398,14844.7398,0.5205,5.2069,0.1161,#N/A N/A,9.113249987,-0.094084778
40148,V UN Equity,20.7425,61615.8279,56775.8279,2.662,15.0839,8.9785,40.3104,11.02867406,0.073489455
40148,UTX UN Equity,68,63752.6812,70709.6812,3.4481,9.1403,1.1662,15.2385,11.06276652,0.085221832
40148,UPS UN Equity,57.88,57463.5123,65045.5123,8.233,12.764,1.266,24.7811,10.95890546,0.071653398
40148,UNP UN Equity,32.165,32457.6497,40815.6497,1.9756,8.2824,2.2049,17.0073,10.38769143,0.168361787
40148,UNH UN Equity,28.7,33349.8765,34038.8765,1.4452,4.8248,0.3956,8.9499,10.41480935,0.086298259
40148,UAL UW Equity,8.26,1379.7578,6661.7578,#N/A N/A,#N/A N/A,0.0699,#N/A N/A,7.229663256,0.282608696
40148,TXN UW Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#VALUE!,#VALUE!
40148,TWTR UN Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#VALUE!,#VALUE!
40148,TSN UN Equity,12.23,4606.6536,7177.6536,1.0456,24.0861,0.1706,216.1732,8.435256972,-0.037765539
40148,TROW UW Equity,48.61,12517.1729,11777.8729,4.565,20.1849,7.4682,41.8701,9.434856812,-0.010986775
40148,TMO UN Equity,47.89,19554.1865,19832.5865,1.2698,10.8875,2.0029,22.4373,9.880944686,0.073766816
40148,TJX UN Equity,19.26,16167.1748,15638.3078,5.4981,7.2074,0.825,15.5951,9.690738219,0.004956953
40148,TGT UN Equity,46.78,35171.973,51842.973,2.3504,8.4038,0.5435,16.207,10.46800482,-0.05188488
40148,TEL UN Equity,23.72,10884.3702,11790.3702,1.5511,#N/A N/A,1.0605,29.3739,9.295083113,0.106343284
40148,T UN Equity,27.18,160389.18,227314.18,1.6108,5.522,1.3033,12.7065,11.98535852,0.062133646
40148,SYY UN Equity,27.59,16328.8428,17927.8948,4.3922,7.9797,0.4533,14.8333,9.70068832,0.041132075
40148,SYK UN Equity,50.76,20189.2106,17277.9106,3.1342,9.2932,3.0563,17.5809,9.912903612,0.082302772
40148,SYF UN Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#VALUE!,#VALUE!
40148,SWK UN Equity,49.07,3946.2438,5213.4438,2.0654,9.4021,1.0105,26.5476,8.280519469,0.086821705
40148,STZ UN Equity,17.25,3821.5465,7868.4465,1.419,34.345,1.116,16.9856,8.248410463,0.102941176
40148,SRE UN Equity,53.82,13263.557,21115.557,1.514,11.7178,1.6427,11.1133,9.492775478,0.080939948
40148,SPGI UN Equity,30.32,9547.7678,9864.5058,5.6933,6.0506,1.6022,13.3348,9.164062668,0.063113604
40148,SPG UN Equity,69.418,20917.3542,37139.6152,4.5681,13.8231,4.7174,35.7321,9.948334438,0.086727825
40148,SO UN Equity,32.41,25934.8523,45830.6753,1.8058,9.1601,1.5905,14.4887,10.16334299,0.044136598
40148,SLB UN Equity,64.65,77629.4108,79020.4108,4.0083,11.6246,3.2475,20.6098,11.25970164,0.030936055
40148,SHW UN Equity,62.19,7048.658,7943.62,4.7431,9.1285,0.994,16.4879,8.860592523,0.083449477
40148,SBUX UW Equity,10.865,16143.2175,16026.6175,5.3003,14.2421,1.6511,26.6485,9.689255271,0.12125903
40148,RTN UN Equity,51.8,19850.6411,19805.6411,2.0807,6.0291,0.8436,11.0231,9.895991583,0.132735622
40148,RSG UN Equity,28.57,10860.7171,17811.5171,1.4364,8.5905,1.3256,41.4249,9.292907623,0.093379258
40148,ROST UW Equity,11.0975,5553.0291,5125.8881,4.9664,6.34,0.7949,14.1369,8.622098842,-0.008930565
40148,ROP UN Equity,53.35,4857.7843,5725.9693,2.1858,11.538,2.3251,20.5789,8.488337708,0.062325767
40148,ROK UN Equity,44.06,6267.6849,6528.5849,4.7561,13.727,1.4438,23.7011,8.743162331,0.093843098
40148,RHT UN Equity,27.45,5154.4567,4195.3697,4.669,30.5564,7.1943,71.0884,8.547616998,0.06560559
40148,REGN UW Equity,18.94,1524.564,1087.568,3.6087,#N/A N/A,4.4569,#N/A N/A,7.329463747,0.230669266
40148,RCL UN Equity,24.51,5243.1328,12253.3198,0.7043,11.9487,0.8887,32.68,8.564674461,0.185776488
40148,QCOM UW Equity,45.06,75264.3088,57711.3088,3.7018,20.1717,7.1675,29.6361,11.22876131,0.0777326
40148,PYPL UW Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#VALUE!,#VALUE!
40148,PXD UN Equity,42.61,4913.8278,7812.3868,1.4131,7.982,2.9858,#N/A N/A,8.49980851,0.025758305
40148,PSX UN Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#VALUE!,#VALUE!
40148,PSA UN Equity,79.91,13547.8775,16945.5345,2.4447,15.6621,8.2053,24.0031,9.513985172,0.080156799
40148,PPL UN Equity,28.9795,11775.8496,19117.8496,1.9428,9.1913,1.2997,15.4621,9.373806069,0.060083403
40148,PPG UN Equity,29.955,10004.0897,12839.0897,2.8276,11.0777,0.8002,24.0195,9.210749258,0.042094277
40148,PLD UN Equity,23.65,3460.1322,7115.1192,1.2851,#N/A N/A,4.364,42.6411,8.149062075,0.081390032
40148,PH UN Equity,54.75,8797.8595,10855.2535,1.9629,11.5308,0.9282,22.0703,9.082263732,0.021645829
40148,PG UN Equity,62.91,183806.3095,214529.3095,2.8102,11.4894,2.4211,17.8722,12.12163782,0.067175573
40148,PEP UW Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#VALUE!,#VALUE!
40148,PEG UN Equity,31.68,16029.4593,24436.4593,1.8457,5.9732,1.2573,10.1695,9.682183515,0.070993915
40148,PCG UN Equity,42.89,15910.4832,26884.4832,1.5653,6.3243,1.175,14.089,9.674733492,0.040009699
40148,PCAR UW Equity,38.06,13835.1375,12022.8375,2.7488,13.2512,1.5776,103.4374,9.534966831,0.019009371
40148,PAYX UW Equity,31.73,11466.6447,11179.3297,8.237,13.2754,5.668,23.3144,9.347197639,0.11686026
40148,OXY UN Equity,78.8308,66702.8085,67951.8085,2.2484,9.2477,4.2961,21.5694,11.10800234,0.069772681
40148,ORLY UW Equity,39.18,5375.1551,6049.2931,2.067,9.4199,1.1095,18.7464,8.589542708,0.046753941
40148,ORCL UN Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#VALUE!,#VALUE!
40148,OKE UN Equity,17.5879,4238.6123,10879.0133,1.7339,9.7094,0.3615,13.8667,8.351991207,0.110866187
40148,NVDA UW Equity,13.32,7391.2683,5781.9493,3.0497,#N/A N/A,2.5721,#N/A N/A,8.908054623,0.103562552
40148,NUE UN Equity,43.29,13628.2714,14667.2234,1.8383,25.9543,1.0979,#N/A N/A,9.519901693,0.109431061
40148,NTAP UW Equity,31.65,10645.9297,8768.4077,5.0808,29.298,3.1231,43.6407,9.27293291,0.14673913
40148,NSC UN Equity,52.35,19259.2452,25325.2452,1.9133,8.2627,2.2935,16.619,9.865746495,0.12266781
40148,NOC UN Equity,50.131,17337.9194,20126.9194,1.2694,6.026,0.4993,29.3494,9.760651255,0.093178944
40148,NKE UN Equity,16.35,31503.1638,28063.7638,3.4564,13.1434,1.7294,16.4629,10.35784326,0.0464
40148,NFLX UW Equity,8.319,3181.8444,3064.6644,13.7029,14.4659,2.1245,33.1045,8.065216308,0.082357533
40148,NEE UN Equity,52.89,21861.9382,39541.9382,1.7171,8.5165,1.3348,12.8507,9.992502422,0.078507341
40148,MU UW Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#VALUE!,#VALUE!
40148,MSFT UW Equity,30.01,266462.424,235730.424,6.4809,10.98,4.7455,18.1225,12.49298851,0.076398852
40148,MRO UN Equity,19.948,23259.7938,30575.7938,0.6393,5.792,0.3005,19.4731,10.05448156,0.02783417
40148,MPC UN Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#VALUE!,#VALUE!
40148,MO UN Equity,19.07,39517.0719,50480.0719,10.6181,8.8936,2.3776,10.6996,10.58448806,0.042076503
40148,MNST UW Equity,5.93,3169.8294,2822.3664,5.6507,12.9995,2.914,25.1186,8.061433048,-0.023868313
40148,MMM UN Equity,78.63,55666.7622,57895.7622,4.5038,10.7354,2.4337,18.0257,10.92713852,0.058562197
40148,MMC UN Equity,22.43,11832.1193,13649.1193,1.9632,10.6136,1.1544,14.4282,9.378573087,-0.04471891
40148,MDT UN Equity,42.69,47249.4452,53203.4452,3.4654,14.3793,3.1513,14.3436,10.76319619,0.181893688
40148,MDLZ UW Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#VALUE!,#VALUE!
40148,MCO UN Equity,23.4,5534.1,6395,#N/A N/A,8.9704,3.2203,13.937,8.61868423,0.012987013
40148,MCK UN Equity,62.48,16743.5589,16039.5589,2.4921,8.8275,0.158,14.058,9.72576892,0.049378569
40148,MAR UW Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#VALUE!,#VALUE!
40148,MA UN Equity,24.299,31528.7706,28415.7546,9.7954,11.8775,6.2815,21.5991,10.35865576,0.091354143
40148,LYB UN Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#VALUE!,#VALUE!
40148,LUV UN Equity,9.35,6937.1379,8259.1379,1.3297,10.5751,0.6677,54.4977,8.844644562,0.127864897
40148,LRCX UW Equity,34.95,4447.4014,3918.3634,2.9559,#N/A N/A,4.4285,#N/A N/A,8.40007525,0.027034969
40148,LOW UN Equity,22.58,33238.4826,36665.4826,1.7174,7.6355,0.7026,18.2646,10.4114636,0.153217569
40148,LMT UN Equity,78.93,30055.1797,31151.1797,9.5717,5.7591,0.7089,10.6525,10.31079029,0.14607231
40148,LLY UN Equity,37.09,42617.2431,46080.7431,4.3028,6.4959,1.928,12.865,10.66001422,0.08928047
40148,KR UN Equity,11.445,14897.2742,22503.2742,3.0916,8.1899,0.1964,12.1288,9.608933536,-0.011658031
40148,KO UN Equity,29.04,134581.8955,137137.8955,5.6104,15.0288,4.3904,19.2493,11.80992818,0.081161579
40148,KMI UN Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#VALUE!,#VALUE!
40148,KHC UW Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#VALUE!,#VALUE!
40148,K UN Equity,52.97,20098.0947,24873.0947,9.9041,10.4641,1.606,14.769,9.908380299,0.023574879
40148,JCI UN Equity,16.4143,16922.0643,18855.0643,0.5806,#N/A N/A,0.4351,6.9162,9.736373629,0.063226283
40148,ISRG UW Equity,94.967,10880.8718,10368.0748,7.8261,28.3946,11.4019,54.2667,9.294761646,0.156343225
40148,IR UN Equity,28.663,11493.337,14986.237,1.2955,12.1052,0.6779,16.7435,9.349522755,0.12712001
40148,IQV UN Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#VALUE!,#VALUE!
40148,IP UN Equity,25.642,11264.7954,19473.7954,1.9669,5.0372,0.454,20.0168,9.32943769,0.152413183
40148,INTU UW Equity,29.44,9477.8139,9548.8139,4.0974,10.0512,3.0161,20.1002,9.156708967,0.010295127
40148,INTC UW Equity,19.65,108507.3,97035.3,2.7789,8.5994,3.3357,23.4012,11.59457273,0.033666491
40148,INFO UW Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#VALUE!,#VALUE!
40148,ILMN UW Equity,29.75,3721.5048,3246.2828,3.7136,19.4404,5.6603,39.3233,8.221883382,-0.078376704
